,attraction_names,address,category,rating,num_reviews,suggested_duration(hr),main_category,sub_cat1,sub_cat2
742,Harry Rosen,"700 Georgia St W CF Pacific Centre, Vancouver, British Columbia V7Y 1K8 Canada",['Speciality & Gift Shops'],3.0,3,,Speciality & Gift Shops,,
743,Cabana Lounge,"1159 Granville St, Vancouver, British Columbia V6Z 1M1 Canada",['Bars & Clubs'],3.0,9,3,Bars & Clubs,,
744,The Builders Sculpture,"625 Burrard St Located In Art Phillips Park, Vancouver, British Columbia V6C 0A4 Canada",['Monuments & Statues'],2.0,1,,Monuments & Statues,,
745,Silver Spring Medical Spa,"1582 Robson St, Vancouver, British Columbia V6G 1C2 Canada",['Spas'],2.5,3,,Spas,,
746,Jasper Sculpture,"858 Jervis Street, Vancouver, British Columbia V6C 3P8 Canada",['Monuments & Statues'],2.0,1,,Monuments & Statues,,
747,Shenanigans on Robson,"1225 Robson St, Vancouver, British Columbia V6E 1C3 Canada",['Bars & Clubs'],2.5,7,,Bars & Clubs,,
748,Crescent Nail & Spa,"1066 Broadway W, Vancouver, British Columbia V6H 1E6 Canada",['Spas'],2.5,3,,Spas,,
749,Airport Link Shuttle,,['Taxis & Shuttles'],1.0,1,,Taxis & Shuttles,,
750,Adora Salon And Spa,"3316 Cambie St, Vancouver, British Columbia V5Z 2W5 Canada",['Spas'],1.0,1,,Spas,,
751,Vancity Massage Therapy,"1249 Burrard St, Vancouver, British Columbia V6Z 1Z5 Canada",['Spas'],2.5,3,,Spas,,
752,Green Leaf Spa,"1451 West Broadway Unit 201, Vancouver, British Columbia V6H 1H6 Canada",['Spas'],1.0,1,,Spas,,
753,Hinge Park,,['Parks'],2.0,2,,Parks,,
754,Unit/Pitt Projects’ Gallery,"8 Pender St E 8EAST, Vancouver, British Columbia V6A 1T1 Canada",['Art Galleries'],1.0,1,,Art Galleries,,
755,LUMAS Edition Gallery Vancouver,"305 Water St, Vancouver, British Columbia V6B 1B8 Canada",['Art Galleries'],1.0,1,,Art Galleries,,
756,Skoah,"2737 Granville St, Vancouver, British Columbia V6H 3J1 Canada",['Spas'],1.0,1,,Spas,,
757,Vortex,"215 W 1st Ave Located In Hinge Park, Vancouver, British Columbia V5Y 0E5 Canada",['Monuments & Statues'],1.0,1,,Monuments & Statues,,
758,Pumpjack Pub,"1167 Davie St, Vancouver, British Columbia V6E 1N2 Canada",['Gay Bars'],2.5,10,,Gay Bars,,
759,Kingsway Cannabis,"2140 Kingsway, Vancouver, British Columbia V5N 2T5 Canada",['Speciality & Gift Shops'],1.0,1,,Speciality & Gift Shops,,
760,Babor Beauty Spa,"569 Howe St, Vancouver, British Columbia V6C 2C2 Canada",['Spas'],1.0,1,,Spas,,
761,HiDe Ceramic Works,"2368 Alberta St, Vancouver, British Columbia V5Y 3K7 Canada",['Lessons & Workshops'],,0,2,Lessons & Workshops,,
762,Steve Nash Fitness World,,['Health Clubs'],2.0,9,,Health Clubs,,
763,Puriin Spa,"1128 Hastings St W Unit 200, Vancouver, British Columbia V6E 4R5 Canada",['Spas'],2.5,12,2,Spas,,
764,Ebus,,['Bus Services'],2.5,21,,Bus Services,,
765,Black Top & Checker Cabs,,['Taxis & Shuttles'],2.5,19,,Taxis & Shuttles,,
766,Stand-Up Comedy at Yagger's Kitsilano,"2884 Broadway W, Vancouver, British Columbia V6K 2G7 Canada",['Comedy Clubs'],,0,3,Comedy Clubs,,
767,Crop King Seeds Canada,"Pacific Boulevard, Vancouver, British Columbia V6B 1H7 Canada",['Gardens'],1.0,2,,Gardens,,
768,Happy Feet Wellness,"2609 49th Ave E Suite 107, Vancouver, British Columbia V5S 1J9 Canada",['Spas'],,0,,Spas,,
769,Whistlerrides,,['Bus Services'],2.0,113,2,Bus Services,,
770,Selfology,"3195 Granville St Unit 8, Vancouver, British Columbia V6H 3K2 Canada",['Spas'],1.5,25,2,Spas,,
771,Limobook,"215-151 1st Ave W, Vancouver, British Columbia V5Y 0A5 Canada",['Taxis & Shuttles'],,0,,Taxis & Shuttles,,
772,Best Rugs Gallery,"2574 Broadway W, Vancouver, British Columbia V6K 2G1 Canada",['Speciality & Gift Shops'],,0,,Speciality & Gift Shops,,
773,Odin Books,"108 Broadway E, Vancouver, British Columbia V5T 1V9 Canada",['Speciality & Gift Shops'],,0,,Speciality & Gift Shops,,
774,Beauty Box Esthetics,"2760 Broadway W 2nd Floor, Suite 214, Vancouver, British Columbia V6K 4M2 Canada",['Spas'],,0,,Spas,,
775,Coastal Winds Massage Therapy,"1525 Robson St Unit 201, Vancouver, British Columbia V6G 1C3 Canada",['Spas'],,0,,Spas,,
776,Aya Beauty Spa,"142 Broadway E, Vancouver, British Columbia V5T 1V9 Canada",['Spas'],,0,,Spas,,
777,Our Lady Fatima Portuguese Parish,"1423 13th Ave E, Vancouver, British Columbia V5N 2B5 Canada",['Churches & Cathedrals'],,0,,Churches & Cathedrals,,
778,Pilgrim Church,"6075 Inverness St, Vancouver, British Columbia V5W 3P8 Canada",['Religious Sites'],,0,2,Religious Sites,,
779,Carson Books & Records,"4340 Main St, Vancouver, British Columbia V5V 3P9 Canada",['Speciality & Gift Shops'],,0,,Speciality & Gift Shops,,
780,Chill Pill Comedy,"7 Alexander St, Vancouver, British Columbia V6A 1B2 Canada",['Comedy Clubs'],,0,,Comedy Clubs,,
781,North Shore Virtual Reality Zone,"834 15th St W, Vancouver, British Columbia V7P 1M6 Canada",['Game & Entertainment Centres'],,0,,Game & Entertainment Centres,,
782,Talixo - Vancouver,,['Taxis & Shuttles'],,0,,Taxis & Shuttles,,
783,Historic Joy Kogawa House,"1450 64th Ave W Two blocks east of Granville Street at West 64th Avenue, Vancouver, British Columbia V6P 2N4 Canada",['History Museums'],,0,,History Museums,,
784,The Fall Tattooing and Piercing,"644 Seymour St, Vancouver, British Columbia V6B 3K4 Canada",['Art Galleries'],,0,,Art Galleries,,
785,"EUROPE SHUTTLE Vancouver, Canada","Masti Tn 3-9, Vancouver, British Columbia 11911 Canada",['Taxis & Shuttles'],,0,,Taxis & Shuttles,,
786,Destiny Limousine Ltd,"1295 Broadway W, Vancouver, British Columbia V6H 1G7 Canada",['Taxis & Shuttles'],,0,,Taxis & Shuttles,,
787,gastown candle,,['Paint & Pottery Studios'],,0,,Paint & Pottery Studios,,
788,J Natural Spa,"1937 West 4th Avenue Suite 201, Vancouver, British Columbia V6K 2E9 Canada",['Spas'],,0,,Spas,,
789,Sole Spa,"1226 Hamilton St Unit 101, Yaletown & False Creek North, Vancouver, British Columbia V6B 2S8 Canada",['Spas'],,0,,Spas,,
790,Psychic Reader Sara,"4388 Main St, Vancouver, British Columbia V5V 3P9 Canada",['Game & Entertainment Centres'],,0,,Game & Entertainment Centres,,
791,New Moon Comedy,"2321 Main St, Vancouver, British Columbia V5T 3C9 Canada",['Comedy Clubs'],,0,3,Comedy Clubs,,
792,Lapel Arts Jiu Jitsu Academy,"1224 Broadway W, Vancouver, British Columbia V6H 1G6 Canada",['Health Clubs'],,0,,Health Clubs,,
793,Vancouver Comedy Uncensored,"50 Cordova St W, Vancouver, British Columbia V6B 1C9 Canada",['Comedy Clubs'],,0,,Comedy Clubs,,
794,Chinese Canadian Museum,"27 Pender St E, Vancouver, British Columbia V6A 1S9 Canada","['Speciality Museums ', ' History Museums']",,0,2,Speciality Museums , History Museums,
795,Line Spa And Polish,"1828 Broadway W, Vancouver, British Columbia V6J 1Y9 Canada",['Spas'],,0,,Spas,,
796,Sport Fishing Museum,,['Speciality Museums'],,0,,Speciality Museums,,
797,Herzog Crystal,"535 Howe St, Vancouver, British Columbia V6C 2Z4 Canada",['Speciality & Gift Shops'],,0,,Speciality & Gift Shops,,
798,Vancouver Cantata Singers,"1254 7th Ave W, Vancouver, British Columbia V6H 1B6 Canada",['Theatre & Performances'],,0,2,Theatre & Performances,,
799,The Stone Temple,"1082 Granville St, Vancouver, British Columbia V6Z 1L5 Canada","['Bars & Clubs ', ' Dance Clubs & Discos']",,0,,Bars & Clubs , Dance Clubs & Discos,
800,The Plaza Cabaret,"881 Granville St, Vancouver, British Columbia V6Z 1K7 Canada",['Dance Clubs & Discos'],,0,,Dance Clubs & Discos,,
801,Jupiter Cafe,"1216 Bute St, Vancouver, British Columbia V6E 1Z8 Canada",['Bars & Clubs'],,0,,Bars & Clubs,,
802,Balthazar,"1215 Bidwell St, Vancouver, British Columbia V6G 2K7 Canada",['Bars & Clubs'],,0,,Bars & Clubs,,
803,Heritage House Hotel,"455 Abbott St, Vancouver, British Columbia V6B 2L2 Canada","['Bars & Clubs ', ' Gay Bars ', ' Dance Clubs & Discos']",,0,,Bars & Clubs , Gay Bars , Dance Clubs & Discos
804,The Brickyard,"315 Carrall St, Vancouver, British Columbia V6B 2J4 Canada",['Bars & Clubs'],,0,,Bars & Clubs,,
805,Afterglow,"350 Davie St, Vancouver, British Columbia V6B 5Z6 Canada","['Bars & Clubs ', ' Dance Clubs & Discos']",,0,,Bars & Clubs , Dance Clubs & Discos,
806,Hart and Sole Clothing Inc.,"843 Granville St, Vancouver, British Columbia V6Z 1K7 Canada",['Speciality & Gift Shops'],,0,,Speciality & Gift Shops,,
807,Sonar,"66 Water St, Vancouver, British Columbia V6B 1A4 Canada",['Dance Clubs & Discos'],,0,,Dance Clubs & Discos,,
808,Buschlen Mowatt Fine Arts,"111-1445 Georgia St W, Vancouver, British Columbia V6G 2T3 Canada",['Art Galleries'],,0,,Art Galleries,,
809,Pacific Mineral Museum,"848 Hastings St W, Vancouver, British Columbia V6C 1C8 Canada",['Speciality Museums'],,0,,Speciality Museums,,
810,Diane Farris Gallery,"1590 7th Ave W, Vancouver, British Columbia V6J 1S2 Canada",['Art Galleries'],,0,,Art Galleries,,
811,Art Beatus,"M1-888 Nelson St, Vancouver, British Columbia V6Z 2H1 Canada",['Art Galleries'],,0,,Art Galleries,,
812,Private & Co.,"83 Pender St E, Vancouver, British Columbia V6A 1S9 Canada",['Shopping Malls'],,0,,Shopping Malls,,
813,Kool Thing Vintage,"433 Columbia St, Vancouver, British Columbia V6A 2R9 Canada",['Antique Shops'],,0,2,Antique Shops,,
814,"Shuttle Planet - Vancouver, Canada",,['Taxis & Shuttles'],,0,,Taxis & Shuttles,,
815,Tunnel Nightclub,"620 Pender St W, Vancouver, British Columbia V6B 1V8 Canada",['Bars & Clubs'],,0,,Bars & Clubs,,
816,Dustin Thai Yoga,"336 1st Ave E, Vancouver, British Columbia V5T 4R6 Canada",['Yoga & Pilates'],,0,2,Yoga & Pilates,,
817,Ayden Gallery,"88 West Pender Street #2103, Vancouver, British Columbia V6B 6N9 Canada",['Points of Interest & Landmarks'],,0,,Points of Interest & Landmarks,,
818,Art Works Gallery,"225 Smithe St, Vancouver, British Columbia V6B 4X7 Canada",['Art Galleries'],,0,,Art Galleries,,
819,Winsor Gallery,"258 1st Ave E, Vancouver, British Columbia V5T 1A6 Canada",['Points of Interest & Landmarks'],,0,,Points of Interest & Landmarks,,
820,Urbanity,"2412 Granville St, Vancouver, British Columbia V6H 3G6 Canada",['Speciality & Gift Shops'],,0,,Speciality & Gift Shops,,
821,Salsa/Tango Lessons with Nina Perez,"505 Hamilton St, Vancouver, British Columbia V6B 2R1 Canada",['Lessons & Workshops'],,0,,Lessons & Workshops,,
822,The Herb Museum,,['Speciality Museums'],,0,,Speciality Museums,,
823,Baru Sport Fishing Day Trips,"400-1 Alexander St, Vancouver, British Columbia V6A 1B2 Canada",['Sports Camps & Clinics'],,0,,Sports Camps & Clinics,,
824,Island View Family Golf Centre,"2605-63 Keefer Pl, Vancouver, British Columbia V6B 6N6 Canada",['Game & Entertainment Centres'],,0,,Game & Entertainment Centres,,
825,Comedy on the Corner,"612 Davie St, Vancouver, British Columbia V6B 2G5 Canada",['Comedy Clubs'],,0,,Comedy Clubs,,
826,Vancouver CookShop & Cookschool - One Day Class,"3-555 12th Ave W, Vancouver, British Columbia V5Z 3X7 Canada",['Cooking Classes'],,0,,Cooking Classes,,
827,Under the Piano,"1350 Broughton St Suite 604, Vancouver, British Columbia V6G 2X3 Canada","['Health Clubs ', ' Spas']",,0,,Health Clubs , Spas,
828,The West Hotel and Bar,"488 Carrall St, Vancouver, British Columbia V6B 2J7 Canada",['Bars & Clubs'],,0,,Bars & Clubs,,
829,The Granville Room,"957 Granville St, Vancouver, British Columbia V6Z 1L3 Canada",['Bars & Clubs'],,0,,Bars & Clubs,,
830,Skiis & Biikes,"1701 3rd Ave W, Vancouver, British Columbia V6J 1K7 Canada",['Other Outdoor Activities'],,0,2,Other Outdoor Activities,,
831,Or Gallery,"555 Hamilton St, Vancouver, British Columbia V6B 2R1 Canada",['Points of Interest & Landmarks'],,0,,Points of Interest & Landmarks,,
832,Urban Well,"1516 Yew St, Vancouver, British Columbia V6K 3E4 Canada",['Bars & Clubs'],,0,,Bars & Clubs,,
833,Grunt Gallery,"116-350 2nd Ave E, Vancouver, British Columbia V5T 4R8 Canada",['Points of Interest & Landmarks'],,0,,Points of Interest & Landmarks,,
834,Jeffrey Boone Gallery,"140-1 Cordova St E, Vancouver, British Columbia V6A 4H3 Canada",['Points of Interest & Landmarks'],,0,,Points of Interest & Landmarks,,
835,Forever Laser Spa,"2692 4th Ave W, Vancouver, British Columbia V6K 1P7 Canada",['Spas'],,0,,Spas,,
836,Spa Journeybook,"1750 Davie St, Vancouver, British Columbia V6G 1W3 Canada",['Spas'],,0,2,Spas,,
837,Team Academy,"560 Cardero Street 403, Vancouver, British Columbia V6G 3E9 Canada",['Escape Games'],,0,2,Escape Games,,
838,JH Tee Antiques,"1631 3rd Ave W, Vancouver, British Columbia V6J 1K1 Canada",['Antique Shops'],,0,,Antique Shops,,
839,Vanscooter Adventures Ltd.,,['Equipment Hire'],,0,3,Equipment Hire,,
840,Chinese Zodiac Gifts & Souvenirs,"48 Pender St E, Vancouver, British Columbia V6A 1T1 Canada",['Speciality & Gift Shops'],,0,,Speciality & Gift Shops,,
841,LUMIÈRE Skin Health & Wellness Centre,"736 Granville St Suite 1028, Vancouver, British Columbia V6Z 1G3 Canada",['Spas'],,0,3,Spas,,
842,Friends of Chamber Music,"600 Hamilton Street The Vancouver Playhouse, Vancouver, British Columbia V6B 2P1 Canada",['Concerts'],,0,3,Concerts,,
843,Princeton Pub,"1901 Powell St, Vancouver, British Columbia V5L 1J2 Canada",['Bars & Clubs'],,0,,Bars & Clubs,,
844,Derma Bright Clinic,"2786 West 16th Avenue Suite 207, Vancouver, British Columbia V6K 4M1 Canada",['Spas'],,0,,Spas,,
845,Axewood Axe Throwing - Vancouver,"412 Hastings St W, Vancouver, British Columbia V6B 1L1 Canada",['Sports Camps & Clinics'],,0,,Sports Camps & Clinics,,
846,Obsessions,"595 Howe St Suite 101, Vancouver, British Columbia V6C 2T5 Canada",['Speciality & Gift Shops'],,0,,Speciality & Gift Shops,,
847,Little Italy,"Commercial Dr, Vancouver, British Columbia V5N 4A3 Canada",['Neighbourhoods'],,0,,Neighbourhoods,,
848,Mears Vancouver Chauffeured Services,"324 West Gore Street, Vancouver, British Columbia 32806 Canada",['Taxis & Shuttles'],,0,,Taxis & Shuttles,,
849,Moneyhunter Corp,"1771 Robson St, Vancouver, British Columbia V6G 1C9 Canada",['Game & Entertainment Centres'],,0,,Game & Entertainment Centres,,
850,Sun Yat-sen Park,"553-565 Columbia St, Vancouver, British Columbia V6A 4H5 Canada",['Parks'],,0,,Parks,,
851,Astrologer & Psychic Karthik Shastri,"6647 Fraser St, Vancouver, British Columbia V5X 0K3 Canada",['Speciality & Gift Shops'],,0,,Speciality & Gift Shops,,
852,La Canapa Cannabis Shop,"8002 Granville St, Vancouver, British Columbia V6P 4Z4 Canada",['Speciality & Gift Shops'],,0,,Speciality & Gift Shops,,
853,Chabad Jewish Student Centre - Vancouver,"University Of British Columbia 1867 Acadia Rd., Vancouver, British Columbia V6T 1R2 Canada",['Religious Sites'],,0,,Religious Sites,,
854,Chabad-Lubavitch Of British Columbia,"5750 Oak St, Vancouver, British Columbia V6M 2V9 Canada",['Religious Sites'],,0,,Religious Sites,,
855,Mintage Mall,"245 Broadway E, Vancouver, British Columbia V5T 1W4 Canada",['Antique Shops'],,0,,Antique Shops,,
856,Rubble Rock And Gem,"250 Marine Dr SW, Vancouver, British Columbia V5X 2R5 Canada",['Art Galleries'],,0,,Art Galleries,,
857,Ahavat Olam,"201-4088 Cambie St, Vancouver, British Columbia V5Z 2X8 Canada",['Religious Sites'],,0,,Religious Sites,,
858,Thc Canada,"6416 Main Street, Vancouver, British Columbia V5W 2V4 Canada",['Speciality & Gift Shops'],,0,,Speciality & Gift Shops,,
859,Dressew Fabrics,"337 Hastings St W, Vancouver, British Columbia V6B 1H6 Canada",['Department Stores'],,0,,Department Stores,,
860,Vapester Smoke Shop Ltd,"1961 Commercial Dr, Vancouver, British Columbia V5N 4A8 Canada",['Speciality & Gift Shops'],,0,,Speciality & Gift Shops,,
861,Canada Flowers - Vancouver Florist,"1-2124 Kingsway, Vancouver, British Columbia V5N 2T5 Canada",['Speciality & Gift Shops'],,0,,Speciality & Gift Shops,,
862,Hollywood Theatre,"3123 Broadway W, Vancouver, British Columbia V6K 2H2 Canada",['Theatres'],,0,,Theatres,,
863,Easy Trips Shuttle,,['Taxis & Shuttles'],,0,,Taxis & Shuttles,,
864,Nada,"675 Broadway E, Vancouver, British Columbia V5T 1X7 Canada",['Farmers Markets'],,0,,Farmers Markets,,
865,Yuen Foot Massage & Spa - Vancouver,"1440 Pender St W, Vancouver, British Columbia V6G 2S2 Canada",['Spas'],,0,,Spas,,
866,Lucifer's House Of Heat,"779 Denman St, Vancouver, British Columbia V6G 2L6 Canada",['Speciality & Gift Shops'],,0,,Speciality & Gift Shops,,
867,Chabad Of Downtown,"633 Prior St, Vancouver, British Columbia V6A 2G7 Canada",['Religious Sites'],,0,,Religious Sites,,
868,Skinpro Vancouver,"Vancouver Block 736 Granville St Unit 124, Vancouver, British Columbia V6Z 1G3 Canada",['Spas'],,0,2,Spas,,
869,MountainView Massage Therapy & Wellness,"207 Hastings St W Unit 512, Vancouver, British Columbia V6B 1H7 Canada",['Spas'],,0,2,Spas,,
870,"PROFi DRIVER Vancouver, Canada",,['Taxis & Shuttles'],,0,,Taxis & Shuttles,,
871,Vancouver Airport Transfers,"Avda 11 de Setembre, 111 Sabadell, Vancouver, British Columbia 08280 Canada",['Taxis & Shuttles'],,0,,Taxis & Shuttles,,
872,Koz Gold Planning,,['Nature & Wildlife Areas'],,0,,Nature & Wildlife Areas,,
873,Bowmac Sign,"1154 Broadway W, Vancouver, British Columbia V6H 1G5 Canada","['Points of Interest & Landmarks ', ' Architectural Buildings']",,0,,Points of Interest & Landmarks , Architectural Buildings,
874,MY TRANSFER GROUP,"cll 118 # 19-09 Of 503 Of 503, Vancouver, British Columbia 110131 Canada",['Taxis & Shuttles'],,0,,Taxis & Shuttles,,
875,Try find your better than us ! SmartRyde Vancouver,,['Taxis & Shuttles'],,0,,Taxis & Shuttles,,
876,V3 Vape Store Vancouver,"1156 Robson St, Vancouver, British Columbia V6E 1B2 Canada",['Speciality & Gift Shops'],,0,,Speciality & Gift Shops,,
877,Congregation Schara Tzedeck,"3476 Oak St, Vancouver, British Columbia V6H 2L8 Canada",['Religious Sites'],,0,,Religious Sites,,
878,Congregation Beth Hamidrash,"3231 Heather St, Vancouver, British Columbia V5Z 3K4 Canada",['Religious Sites'],,0,,Religious Sites,,
879,Congregation Beth Israel,"989 28th Ave W, Vancouver, British Columbia V5Z 0E8 Canada",['Religious Sites'],,0,,Religious Sites,,
880,Temple Sholom,"7190 Oak St, Vancouver, British Columbia V6P 3Z9 Canada",['Religious Sites'],,0,,Religious Sites,,
881,Dick Building,"1484-1490 Broadway W, Vancouver, British Columbia V6H 4E8 Canada",['Architectural Buildings'],,0,,Architectural Buildings,,
882,MUJI,"1125 Robson St, Vancouver, British Columbia V6E 1B5 Canada",['Department Stores'],,0,,Department Stores,,
883,Oceana Massage,"119 Pender St W Suite 127, Vancouver, British Columbia V6B 1S5 Canada",['Spas'],,0,2,Spas,,
884,Ocean Breath Yoga,"1521 Foreshore Walk Maritime Market, Granville Island, Vancouver, British Columbia V6H 3X3 Canada",['Yoga & Pilates'],,0,2,Yoga & Pilates,,
885,British Express,,['Taxis & Shuttles'],,0,,Taxis & Shuttles,,
886,Treloar Physiotherapy,"595 8th Ave W Corner of 8th and Ash, Vancouver, British Columbia V5Z 0C4 Canada",['Sports Complexes'],,0,,Sports Complexes,,
887,British Express Canada,,['Taxis & Shuttles'],,0,,Taxis & Shuttles,,
888,Urban Fitness,"1348 Granville St, Vancouver, British Columbia V6Z 1M7 Canada",['Health Clubs'],,0,,Health Clubs,,
889,Shangri-La Body Care,"6225 Victoria Dr, Vancouver, British Columbia V5P 3X5 Canada",['Spas'],,0,,Spas,,
890,Kokopelli Hair Salon,"2052 Commercial Dr, Vancouver, British Columbia V5N 4A9 Canada",['Spas'],,0,,Spas,,
891,Elena's Medi Spa,"1945 West 4th Avenue Suite 201, Vancouver, British Columbia V6J 1M7 Canada",['Spas'],,0,,Spas,,
892,Kleanse Spa Bar,"611 41st Ave W, Vancouver, British Columbia V5Z 0C7 Canada",['Spas'],,0,,Spas,,
893,Nuestro Day Spa,"8073 Granville St, Vancouver, British Columbia V6P 4Z5 Canada",['Spas'],,0,,Spas,,
894,Mayflower Beauty Spa,"138 Keefer Pl, Vancouver, British Columbia V6B 0J6 Canada",['Spas'],,0,,Spas,,
895,Body Spa at John Casablancas Institute,"220 Cambie St Suite 130, Vancouver, British Columbia V6B 2M9 Canada",['Spas'],,0,,Spas,,
896,Metropolitan Relaxation Studio,"350 East 2nd Avenue Suite 304, Vancouver, British Columbia V5T 4R8 Canada",['Spas'],,0,,Spas,,
897,ST Medi Spa,"920 Seymour St, Vancouver, British Columbia V6B 3L9 Canada",['Spas'],,0,,Spas,,
898,Inoui Salon,"529 8th Ave W, Vancouver, British Columbia V5Z 1C6 Canada",['Spas'],,0,,Spas,,
899,Point Grey Nail & Spa,"2951 4th Ave W Unit 2, Vancouver, British Columbia V6K 1R3 Canada",['Spas'],,0,,Spas,,
900,Lotus Beauty Spa,"5336 Victoria Dr, Vancouver, British Columbia V5P 3V7 Canada",['Spas'],,0,,Spas,,
901,Poised Nail Lounge & Spa,"538 Davie St Yaletown & False Creek North, Vancouver, British Columbia V6B 2G4 Canada",['Spas'],,0,,Spas,,
902,Kitsilano Massage Therapy Clinic,"2085 4th Ave W, Vancouver, British Columbia V6J 1N3 Canada",['Spas'],,0,,Spas,,
903,Heavenly Soul,"2433 41st Ave W Kerrisdale, Vancouver, British Columbia V6M 2A5 Canada",['Spas'],,0,,Spas,,
904,Wave Bodywork,"2030 Vine St, Vancouver, British Columbia V6K 3K1 Canada",['Spas'],,0,,Spas,,
905,SLS Nails Studio,"1817 Robson St, Vancouver, British Columbia V6G 1E4 Canada",['Spas'],,0,,Spas,,
906,Juice Salon and Esthetics,"1041 Cambie St Yaletown & False Creek North, Vancouver, British Columbia V6B 5L7 Canada",['Spas'],,0,,Spas,,
907,Renaissance Spa & Wellness Centre,"2233 Burrard Street Suite 212, Vancouver, British Columbia V6J 3H9 Canada",['Spas'],,0,,Spas,,
908,HolidayFeet Wellness Center,"909 Denman St, Vancouver, British Columbia V6G 2L9 Canada",['Spas'],,0,,Spas,,
909,Terminal City Glass Co-op,"1191 Parker St, Vancouver, British Columbia V6A 2H3 Canada",['Lessons & Workshops'],,0,,Lessons & Workshops,,
910,Burrard Hair Design,"2421 Burrard St, Vancouver, British Columbia V6J 3J3 Canada",['Spas'],,0,,Spas,,
911,Civello,"1228 Robson St, Vancouver, British Columbia V6E 1C1 Canada",['Spas'],,0,,Spas,,
912,Apex Limousine Incorporated,,['Taxis & Shuttles'],,0,,Taxis & Shuttles,,
913,Pink Lime Salon & Spa,"1192 Hamilton St Yaletown & False Creek North, Vancouver, British Columbia V6B 2S2 Canada",['Spas'],,0,,Spas,,
914,Skoah,"1007 Hamilton St, Vancouver, British Columbia V6B 5T4 Canada",['Spas'],,0,,Spas,,
915,Three Birds Bodycare and Massage,"103 Powell St Suite 403, Vancouver, British Columbia V6A 1G2 Canada",['Spas'],,0,,Spas,,
916,Pacific Oasis Spa,"425 Pacific St, Vancouver, British Columbia V6Z 2P5 Canada",['Spas'],,0,,Spas,,
917,Dona Lucia Esthetics Salon,"521 Georgia St W, Vancouver, British Columbia V6B 1Z5 Canada",['Spas'],,0,,Spas,,
918,Aloe Massage Therapy,"850 Hastings St W Suite 715, Vancouver, British Columbia V6C 1E1 Canada",['Spas'],,0,,Spas,,
919,Touch of Beauty Spa & Skincare,"3291 Dunbar St, Vancouver, British Columbia V6S 2B8 Canada",['Spas'],,0,,Spas,,
920,Dawa Spa,"1706 Charles St, Vancouver, British Columbia V5L 2T5 Canada",['Spas'],,0,,Spas,,
921,Monica's Beauty Bar,"1628 West 1st Avenue Unit 227, Vancouver, British Columbia V6J 1G1 Canada",['Spas'],,0,,Spas,,
922,Commercial Drive Massage Therapy,"1416 Commercial Dr Unit 102, Vancouver, British Columbia V5L 3X9 Canada",['Spas'],,0,,Spas,,
923,King & Queen Studio,"1093 West Broadway Suite G101, Vancouver, British Columbia V6H 1E2 Canada",['Spas'],,0,,Spas,,
924,Balance Acupuncture & Massage,"4338 Main St Unit 105, Vancouver, British Columbia V5V 3P9 Canada",['Spas'],,0,,Spas,,
925,Tanja's Holistic Massage,"1416 Commercial Dr Suite 101, Vancouver, British Columbia V5L 3X9 Canada",['Spas'],,0,,Spas,,
926,Eliane Hair & Spa,"4424 10th Ave W, Vancouver, British Columbia V6R 2H9 Canada",['Spas'],,0,,Spas,,
927,Essential Day Spa,"4356 10th Ave W, Vancouver, British Columbia V6R 2H7 Canada",['Spas'],,0,,Spas,,
928,Comfy Wellness Spa,"3272 Broadway W, Vancouver, British Columbia V6K 2H4 Canada",['Spas'],,0,,Spas,,
929,Rose Nails & Spa,"3383 Dunbar St, Vancouver, British Columbia V6S 2B9 Canada",['Spas'],,0,,Spas,,
930,Serene Massage Therapy,"636 West Broadway Street Suite 201, Vancouver, British Columbia V5Z 0B4 Canada",['Spas'],,0,,Spas,,
931,Absolute Beauty Essence MedSpa,"1610 Robson St Unit 210, Vancouver, British Columbia V6G 1C7 Canada",['Spas'],,0,,Spas,,
932,Wax Hair Removal Bar,"2805 16th Ave W, Vancouver, British Columbia V6K 3C5 Canada",['Spas'],,0,,Spas,,
933,Grandview Massage Therapy,"2730 Commercial Dr Suite 303, Vancouver, British Columbia V5N 5P4 Canada",['Spas'],,0,,Spas,,
934,YV Reflexology,,['Spas'],,0,,Spas,,
935,Indian Brow & Henna Boutique,"1104 Broadway W, Vancouver, British Columbia V6H 1G5 Canada",['Spas'],,0,,Spas,,
936,Vancoupon,"515 Pender St W Suite 316, Vancouver, British Columbia V6B 6H5 Canada",['Visitor Centres'],,0,,Visitor Centres,,
937,Raku Therapeutic Japanese Head Massage,"878 Hamilton St 2nd Floor - Yaletown Wellness Centre, Vancouver, British Columbia V6B 6A2 Canada",['Spas'],,0,,Spas,,
938,Vancouver Green Spa,"948 Howe St Suite 100, Vancouver, British Columbia V6Z 1N9 Canada",['Spas'],,0,,Spas,,
939,Collective Skin Care,"1268 Pacific Blvd 2nd Floor, Vancouver, British Columbia V6Z 2V1 Canada",['Spas'],,0,,Spas,,
940,Strands Hair and Skin Treatment Centre,"131 Water St Suite 203, Vancouver, British Columbia V6B 4M3 Canada",['Spas'],,0,,Spas,,
941,Glow Dermal Therapy,"1874 West 1st Avenue Suite 3, Vancouver, British Columbia V6J 1G5 Canada",['Spas'],,0,,Spas,,
942,Facial Expressions Skin Therapy,"1040 West 8th Avenue Unit 1, Vancouver, British Columbia V6H 1C4 Canada",['Spas'],,0,2,Spas,,
